Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Den of Thieves,3.15,140,2:20,English,Christian Gudegast,2018,"Crime,Thriller,Action",USA,6713,34787,"Gerard Butler,Dawn Olivieri,O'Shea Jackson Jr.,Pablo Schreiber,50 Cent,Evan Jones,Cooper Andrews,Maurice Compte,Kaiwi Lyman,Mo McRae,Meadow Williams,Eric Braeden,Brian Van Holt,Max Holloway,Jay Dobyns,Steve Eifert"
Slap Shot,3.54,123,2:03,English,George Roy Hill,1977,"Comedy,Drama",USA,1601,12465,"Paul Newman,Strother Martin,Michael Ontkean,Jennifer Warren,Lindsay Crouse,Jerry Houser,Andrew Duncan,Jeff Carlson,Steve Carlson,David Hanson,Yvon Barrette,Allan F. Nicholls,Brad Sullivan"
The Verdict,3.88,129,2:09,English,Sidney Lumet,1982,Drama,USA,2341,17873,"Paul Newman,Charlotte Rampling,Jack Warden,James Mason,Milo O’Shea,Lindsay Crouse,Edward Binns,Julie Bovasso,Roxanne Hart,James Handy,Wesley Addy,Joe Seneca,Lewis J. Stadlen,Kent Broadhurst,Colin Stinton,Burtt Harris"
Traffic,3.61,147,2:27,"English,Spanish",Steven Soderbergh,2000,"Drama,Thriller,Crime",Germany,2655,41496,"Michael Douglas,Benicio del Toro,Catherine Zeta-Jones,Don Cheadle,Erika Christensen,Jacob Vargas,Luis Guzmán,Miguel Ferrer,Topher Grace,Dennis Quaid,Steven Bauer,Albert Finney,James Brolin,Tomas Milian,Clifton Collins Jr.,Enrique Murciano,D.W. Moffett,Amy Irving,Peter Riegert,Benjamin Bratt,Yul Vazquez,Majandra Delfino,Alec Roberts,James Pickens Jr.,Viola Davis,Andrew Chavez,Michael Saucedo,Jose Yenque,Emilio Rivera,Michael O'Neill,Russell G. Jones,Lorene Hetherington,Eric Collins,Beau Holden,Peter Stader,James Lew,Jeremy Fitzgerald,Russell Solberg,Don Snell,Gary Carlos Cervantes,Leticia Bombardier,Carl Ciarfalio,Steven Lambert,Gilbert Rosales,Rick Avery,Mario Roberts,Eileen Weisinger,Keii Johnston,Mike Watson,Kurt D. Lott,Lincoln Simonds,Steve Tomaski,Buck McDancer,John Callery,Ousaun Elam,Brian Avery"
The Firm,3.3,155,2:35,English,Sydney Pollack,1993,"Thriller,Mystery,Drama",USA,4272,36561,"Tom Cruise,Jeanne Tripplehorn,Gene Hackman,Hal Holbrook,Terry Kinney,Wilford Brimley,Ed Harris,Holly Hunter,David Strathairn,Gary Busey,Steven Hill,Tobin Bell"
Vanilla Sky,3.34,136,2:16,English,Cameron Crowe,2001,"Romance,Science Fiction,Thriller",USA,7095,75289,"Tom Cruise,Penélope Cruz,Cameron Diaz,Kurt Russell,Jason Lee,Noah Taylor,Timothy Spall,Tilda Swinton,Michael Shannon,Delaina Mitchell,Shalom Harlow,Oona Hart,Ivana Miličević,Johnny Galecki,Jhaemi Willens,Armand Schultz,Cameron Watson,Robertson Dean,W. Earl Brown,Ray Proscia,Tim Hopper,Alicia Witt,Ken Leung,Carolyn Byrne,Mark Pinter,Jeff Weiss,Conan O'Brien,James Murtaugh,Mark Kozelek,John Fedevich,Bobby Walsh,Stacey Sher,Fred Schruers,Jessica Siemens,Julia Carothers Hughes,Holly Raye,Marty Collins"
Jerry Maguire,3.52,138,2:18,English,Cameron Crowe,1996,"Comedy,Drama,Romance",USA,8464,82248,"Tom Cruise,Renée Zellweger,Cuba Gooding Jr.,Kelly Preston,Jerry O'Connell,Jay Mohr,Regina King,Bonnie Hunt,Jonathan Lipnicki,Todd Louiso,Mark Pellington,Jeremy Suarez,Jared Jussim,Benjamin Kimball Smith,Ingrid Beer,Jann Wenner,Nada Despotovich,Alexandra Wentworth,Aries Spears,Kelly Coffield Park,Alice Marie Crowe,Larina Adamson,Winnie Holzman,Diana Jordan,Susan Norfleet,Susan Pingleton,Cha-Cha Sandoval,Hynden Walch,Glenn Frey,Donal Logue,Tom Gallop,Beaumont Bacon,Lisa Amsterdam,Angela Goethals,Leslie Upson,Rick Johnson,Lightfield Lewis,Jerry Cantrell,Toby Huss,Drake Bell,Christine Cavanaugh,Russel Lunday,Eric Stoltz,Lamont Johnson,Brent Barry,Charlie Cronin,Theo Greenly,Rod Tate,Danny Rimmer,Michael James Johnson,Jordan Ross,Brandon Christianson"
Minority Report,3.67,145,2:25,"English,Swedish",Steven Spielberg,2002,"Action,Science Fiction,Mystery,Thriller",USA,12907,173572,"Tom Cruise,Colin Farrell,Samantha Morton,Max von Sydow,Peter Stormare,Tim Blake Nelson,Kathryn Morris,Neal McDonough,Steve Harris,Lois Smith,Mike Binder,Daniel London,Jessica Capshaw,Patrick Kilpatrick,Jessica Harper,Ashley Crow,Arye Gross,Fiona Hale,George Wallace,Frank Grillo,William Mapother,Jason Antoon,Vanessa Asbert,Tyler Patrick Jones,Richard Coca,Keith Campbell,Kirk B.R. Woller,Klea Scott,Anna Maria Horsford,Sarah Simmons,Eugene Osment,James Henderson,Vene L. Arcoraci,Erica Ford,Keith Flippen,Radmar Agana Jao,Karina Logue,Elizabeth Anne Smith,Victoria Garcia-Kelleher,Jim Rash,Stephen Ramsey,Tom Choi,Tom Whitenight"
THX 1138,3.36,86,1:26,English,George Lucas,1971,"Action,Drama,Science Fiction",USA,4478,25289,"Robert Duvall,Donald Pleasence,Don Pedro Colley,Maggie McOmie,Ian Wolfe,Marshall Efron,Sid Haig,John Pearce,Irene Cagen,Gary Alan Marsh,John Seaton,Eugene I. Stillman,Jack Walsh,Mark Lawhead,Robert Feero,Johnny Weissmuller Jr.,Claudette Bessing,Susan Stroh"
Who Framed Roger Rabbit,3.88,104,1:44,English,Robert Zemeckis,1988,"Crime,Fantasy,Comedy,Family,Animation",USA,12867,146306,"Bob Hoskins,Charles Fleischer,Christopher Lloyd,Joanna Cassidy,Kathleen Turner,Stubby Kaye,Alan Tilvern,Richard LeParmentier,Lou Hirsch,Betsy Brantley,Mel Blanc,Mae Questel,Richard Williams,Wayne Allwine,Frank Welker,Mickie McGowan,Jack Angel,Nancy Cartwright,June Foray,Joel Silver"
Buffalo '66,3.89,110,1:50,English,Vincent Gallo,1998,"Romance,Drama,Comedy",USA,13306,61684,"Vincent Gallo,Christina Ricci,Ben Gazzara,Anjelica Huston,Rosanna Arquette,Jan-Michael Vincent,Kevin Corrigan,Mickey Rourke,Kevin Pollak,Alex Karras,John Sansone"
Nights of Cabiria,4.28,110,1:50,Italian,Federico Fellini,1957,Drama,Italy,4976,31303,"Giulietta Masina,François Périer,Franca Marzi,Amedeo Nazzari,Aldo Silvani,Dorian Gray,Ennio Girolami,Mario Passante,Franco Balducci,Ciccio Barbi,Luciano Bonanni,Leo Catozzo,Mimmo Poli,Dominique Delouche"
Eternity and a Day,4.32,137,2:17,"Greek (modern),English,Italian",Theo Angelopoulos,1998,Drama,France,2298,15511,"Bruno Ganz,Fabrizio Bentivoglio,Isabelle Renauld,Achileas Skevis,Alexandra Ladikou,Despina Bebedelli,Eleni Gerasimidou,Iris Chatziantoniou,Nikos Kouros,Alekos Oudinotis,Vasilis Kolovos,Mihalis Giannatos,Petros Fyssoun,Pemi Zouni,Lazaros Andreou,Leonidas Vardaros,Vassilia Kavouka"
Autumn Sonata,4.33,93,1:33,"Swedish,English",Ingmar Bergman,1978,Drama,France,8411,40108,"Ingrid Bergman,Liv Ullmann,Lena Nyman,Halvar Björk,Marianne Aminoff,Arne Bang-Hansen,Gunnar Björnstrand,Erland Josephson,Linn Ullmann,Georg Løkkeberg,Mimi Pollak,Eva von Hanno,Knut Wigert"
We're All Going to the World's Fair,3.24,86,1:26,English,Jane Schoenbrun,2021,"Drama,Horror",USA,8811,17593,"Anna Cobb,Michael J Rogers,May Leitz,Theo Anthony,Evan Santiago,Turner Greaves,Holly Anne Frink,Slight Sounds ASMR,Marc Santiago,Karen Cavanaugh,David Buzen,Ilan Barnoon,Carlos Zozaya"
Ordet,4.28,125,2:05,Danish,Carl Theodor Dreyer,1955,Drama,Denmark,2409,15367,"Birgitte Federspiel,Henrik Malberg,Emil Hass Christensen,Ejner Federspiel,Kirsten Andreasen,Sylvia Eckhausen,Ann Elisabeth Groth,Cay Kristiansen,Preben Lerdorff Rye,Gerda Nielsen,Ove Rud,Susanne Rud,Henry Skjær,Edith Trane"
Dancer in the Dark,4.08,141,2:21,English,Lars von Trier,2000,"Crime,Drama",Argentina,9089,65341,"Björk,Catherine Deneuve,David Morse,Peter Stormare,Joel Grey,Cara Seymour,Vladica Kostic,Jean-Marc Barr,Vincent Paterson,Siobhan Fallon Hogan,Zeljko Ivanek,Udo Kier"
Apollo 10½: A Space Age Childhood,3.59,98,1:38,English,Richard Linklater,2022,"Science Fiction,Adventure,Animation,Comedy",Netherlands,7230,20553,"Milo Coy,Jack Black,Zachary Levi,Glen Powell,Josh Wiggins,Lee Eddy,Bill Wise,Natalie L'Amoreaux,Jessica Brynn Cohen,Sam Chipman,Danielle Guilbot,Larry Jack Dotson,Mona Lee Fultz,Jennifer Griffin,Holt Boggs,Reese Armstrong,Samuel Davis,Nick Stevenson"
The Northman,3.92,137,2:17,"English,Icelandic",Robert Eggers,2022,"Adventure,Action,Fantasy",China,90062,253032,"Alexander Skarsgård,Nicole Kidman,Claes Bang,Ethan Hawke,Anya Taylor-Joy,Gustav Lindh,Willem Dafoe,Phill Martin,Eldar Skar,Olwen Fouéré,Oscar Novak,Ingvar E. Sigurðsson,Jack Walsh,Björk,Ian Whyte,Katie Pattinson,Kate Dickie,Edgar Abram,Elliott Rose,Jack Gassmann,Andrea O’Neill"
Marcel the Shell with Shoes On,4.15,90,1:30,English,Dean Fleischer-Camp,2021,"Adventure,Comedy,Family,Animation",USA,474,819,"Jenny Slate,Dean Fleischer-Camp,Isabella Rossellini,Thomas Mann,Rosa Salazar,Lesley Stahl,Nathan Fielder,Andy Richter,Sarah Thyre,Jessi Klein,Peter Bonerz"
Turning Red,3.79,100,1:40,English,Domee Shi,2022,"Fantasy,Comedy,Family,Animation",USA,102985,334150,"Rosalie Chiang,Sandra Oh,Ava Morse,Maitreyi Ramakrishnan,Hyein Park,Orion Lee,Wai Ching Ho,Lori Tan Chinn,Sherry Cola,Lillian Lim,James Hong,Jordan Fisher,Finneas O'Connell,Josh Levi,Sasha Roiz,Anne-Marie,Evan Agos,Trinity Bliss,Devin Bright,Kimberly Brooks,Ian James Corlett,Juliet Donenfeld,Terri Douglas,Ellen Dubin,Alison Fernandez,Jack Fisher"
The Magnificent Seven,3.72,128,2:08,"English,Spanish",John Sturges,1960,Western,USA,2850,27709,"Yul Brynner,Eli Wallach,Steve McQueen,Charles Bronson,Robert Vaughn,Brad Dexter,James Coburn,Horst Buchholz,Jorge Martínez de Hoyos,Vladimir Sokoloff,Rosenda Monteros,Rico Alaniz"
The Sword of Doom,4.06,122,2:02,Japanese,Kihachi Okamoto,1966,"Drama,Action",Japan,1982,10278,"Tatsuya Nakadai,Yûzô Kayama,Michiyo Aratama,Yōko Naitō,Toshiro Mifune,Tadao Nakamaru,Kei Satō,Kō Nishimura,Ichirô Nakatani,Kunie Tanaka,Takamaru Sasaki,Ryōsuke Kagawa"
Demons,4.15,134,2:14,Japanese,Toshio Matsumoto,1971,"Horror,Drama",Japan,858,3948,"Katsuo Nakamura,Juro Kara,Yasuko Sanjo,Masao Imafuku,Tamotsu Tamura,Hideo Kanze,Kappei Matsumoto,Shinji Amano,Hatsuo Yamaya,Yusuke Minami,Takashi Ebata,Atsuko Kawaguchi"
Samurai Rebellion,4.16,121,2:01,Japanese,Masaki Kobayashi,1967,"Drama,Action",Japan,1401,8485,"Toshiro Mifune,Yôko Tsukasa,Gō Katō,Tatsuyoshi Ehara,Etsuko Ichihara,Isao Yamagata,Tatsuya Nakadai,Shigeru Kôyama,Michiko Otsuka,Tatsuo Matsumura,Masao Mishima,Jun Hamamura,Takamaru Sasaki,Hideo Fukuhara,Tetsuko Kobayashi,Hisano Yamaoka,Yoshirô Aoki"
Kagemusha,4.08,180,3:00,Japanese,Akira Kurosawa,1980,"Drama,War,History,Action",Japan,2729,19303,"Tatsuya Nakadai,Tsutomu Yamazaki,Kenichi Hagiwara,Jinpachi Nezu,Hideji Ôtaki,Daisuke Ryû,Masayuki Yui,Kaori Momoi,Mitsuko Baisho,Hideo Murota,Takayuki Shiho,Kôji Shimizu,Noboru Shimizu,Sen Yamamoto,Shuhei Sugimori,Kota Yui,Yasuhito Yamanaka,Kumeko Otowa"
Millennium Actress,4.11,87,1:27,Japanese,Satoshi Kon,2001,"Romance,Drama,Animation",Japan,7658,42001,"Miyoko Shoji,Mami Koyama,Fumiko Orikasa,Showko Tsuda,Shozo Iizuka,Masaya Onosaka,Masane Tsukayama,Kôichi Yamadera,Hisako Kyoda,Tomie Kataoka"
Tokyo Godfathers,4.09,93,1:33,"Japanese,English,Spanish",Satoshi Kon,2003,"Animation,Drama,Comedy",Japan,9660,59754,"Aya Okamoto,Yoshiaki Umegaki,Tôru Emori,Satomi Korogi,Mamiko Noto,Ryūji Saikachi,Kyoko Terase,Rikiya Koyama,Hiroya Ishimaru,Kôichi Yamadera,Akio Otsuka,Yûsaku Yara,Seizō Katō,Shozo Iizuka"
Men,2.94,100,1:40,English,Alex Garland,2022,"Horror,Drama",UK,27545,50590,"Jessie Buckley,Rory Kinnear,Paapa Essiedu,Gayle Rankin,Sarah Twomey,Zak Rothera-Oxley,Sonoya Mizuno"
Cha Cha Real Smooth,3.96,107,1:47,"English,Hebrew (modern)",Cooper Raiff,2022,"Romance,Comedy,Drama",USA,2348,3792,"Cooper Raiff,Dakota Johnson,Vanessa Burghardt,Evan Assante,Leslie Mann,Brad Garrett,Raúl Castillo,Colton Osario,Amara Pedroso Saquel,Odeya Rush,Brooklyn Ramirez,Kelly O'Sullivan,Javien Mercado,Chris Newman"
Who's Afraid of Virginia Woolf?,4.16,131,2:11,"English,Latin",Mike Nichols,1966,Drama,USA,6124,34012,"Elizabeth Taylor,Richard Burton,George Segal,Sandy Dennis,Agnes Flanagan,Frank Flanagan"
The Double Life of Véronique,4.07,98,1:38,"French,Italian,Polish",Krzysztof Kieślowski,1991,"Drama,Mystery,Fantasy",France,7808,51021,"Irène Jacob,Halina Gryglaszewska,Philippe Volter,Guillaume de Tonquédec,Kalina Jędrusik,Aleksander Bardini,Władysław Kowalski,Jerzy Gudejko,Janusz Sterninski,Sandrine Dumas,Louis Ducreux,Claude Duneton,Lorraine Evanoff"
Ping Pong the Animation,4.54,250,4:10,"Japanese,Chinese",Takehiro Kubota,2014,"Drama,Animation",Japan,882,6161,"Koki Uchiyama,Fukujuro Katayama,Yousei Bun,Shunsuke Sakuya,Subaru Kimura,Yûsaku Yara,Masako Nozawa"
The Best Years of Our Lives,4.15,171,2:51,English,William Wyler,1946,"Romance,Drama,War",USA,2982,18904,"Myrna Loy,Fredric March,Dana Andrews,Teresa Wright,Virginia Mayo,Cathy O'Donnell,Hoagy Carmichael,Harold Russell,Gladys George,Roman Bohnen,Ray Collins,Minna Gombell"
It Happened One Night,4.07,105,1:45,English,Frank Capra,1934,"Comedy,Romance",USA,7097,43854,"Clark Gable,Claudette Colbert,Walter Connolly,Roscoe Karns,Jameson Thomas,Alan Hale,Arthur Hoyt,Blanche Friderici,Charles C. Wilson,Irving Bacon,Ward Bond,James Burke"
Farewell My Concubine,4.21,171,2:51,Chinese,Chen Kaige,1993,Drama,China,1765,14156,"Leslie Cheung,Zhang Feng Yi,Gong Li,Jiang Wenli,Ge You,Lu Qi,Ying Da,Yi Di,Yitong Zhi,Fei Zhenxiang,Li Chun,Lei Han,Fei Yang,Ma Ming-Wei,Zhao Hai-Long,Yin Zhi,Li Dan,Yang Yong-Chao"
The Salesman,3.78,125,2:05,Persian (Farsi),Asghar Farhadi,2016,"Drama,Thriller",France,3019,30606,"Shahab Hosseini,Tarane Alidousti,Babak Karimi,Mina Sadati,Mehdi Koushki,Farid Sajjadi Hosseini,Maral Bani Adam,Mojtaba Pirzadeh,Sam Valipour,Shirin Aghakashi,Emad Emami,Sahra Asadollahe,Ehteram Boroumand,Erfan Barzin,Alireza Rofougaran"
Pierrot le Fou,3.99,110,1:50,French,Jean-Luc Godard,1965,"Thriller,Drama",France,8037,48506,"Jean-Paul Belmondo,Anna Karina,Graziella Galvani,Dirk Sanders,Jimmy Karoubi,Roger Dutoit,Hans Meyer,Samuel Fuller,Aicha Abadir,Raymond Devos,Jean-Pierre Léaud,Georges Staquet,Henri Attal,Dominique Zardi,Pierre Hanin,László Szabó,Pascal Aubier,Maurice Auzel,Krista Nell"
Sweet Smell of Success,4.18,97,1:37,English,Alexander Mackendrick,1957,Drama,USA,5183,25222,"Burt Lancaster,Tony Curtis,Susan Harrison,Martin Milner,Sam Levene,Barbara Nichols,David White,Jeff Donnell,Edith Atwater,Joe Frisco,Emile Meyer,Bess Flowers,Colin Kenny,Lawrence Dobkin,John Fiedler,Bert Stevens,Arthur Tovey,William H. O'Brien,Marion Gray"
Only Angels Have Wings,4.04,121,2:01,"English,Spanish",Howard Hawks,1939,"Adventure,Romance,Drama",USA,2560,13123,"Cary Grant,Jean Arthur,Richard Barthelmess,Rita Hayworth,Thomas Mitchell,Allyn Joslyn,Sig Ruman,Victor Kilian,John Carroll,Don Barry,Noah Beery Jr.,Pat Flaherty,Stanley Brown,Cecilia Callejo,Candy Candido,Vernon Dent,Forbes Murray,Robert Sterling,Rafael Alcayde"
Trump vs the Illuminati,1.45,69,1:09,English,BC Fourteen,2020,"Science Fiction,Animation,Comedy",USA,230,381,"Timothy Banfield,Wes Bruff,Marco Guzmán"
Queen of Katwe,3.61,124,2:04,English,Mira Nair,2016,Drama,USA,1457,10105,"Madina Nalwanga,David Oyelowo,Lupita Nyong'o,Martin Kabanza,Taryn ""Kay"" Kyaze,Esther Tebandeke,Ntare Guma Mbaho Mwine,Ethan Nazario Lubega,Nikita Waligwa,Ronald Ssemaganda,Peter Odeke,Philip Luswata,Joanitta Bewulira-Wandera,Ivan Jacobo,Nicolas Levesque,Babirye Stellah,Edgar Kanyike,Hope Katende,Maurice Kirya"
The Tragedy of Macbeth,3.77,105,1:45,English,Joel Coen,2021,"Drama,War",USA,38591,103590,"Denzel Washington,Frances McDormand,Alex Hassell,Bertie Carvel,Brendan Gleeson,Corey Hawkins,Harry Melling,Miles Anderson,Matt Helm,Moses Ingram,Kathryn Hunter,Scott Subiono,Brian Thompson,Lucas Barker"
The Souvenir: Part II,3.93,108,1:48,"English,French",Joanna Hogg,2021,Drama,Ireland,4288,11111,"Honor Swinton Byrne,Richard Ayoade,Tilda Swinton,Charlie Heaton,Joe Alwyn,Harris Dickinson,Ariane Labed,Jack McMullen,Amber Anderson,Alice McMillan,Tosin Cole"
Wings of Desire,4.22,128,2:08,"German,English,French,Hebrew (modern),Japanese,Spanish,Turkish",Wim Wenders,1987,"Romance,Fantasy,Drama",Germany,8613,53596,"Bruno Ganz,Solveig Dommartin,Otto Sander,Curt Bois,Peter Falk,Hans Martin Stier,Elmar Wilms,Sigurd Rachman,Beatrice Manowski,Lajos Kovács,Bruno Rosaz,Laurent Petitgand,Chick Ortega,Otto Kuhnle,Christoph Merg,Peter Werner,Teresa Harder,Jürgen Heinrich,Annelinde Gerstl,Mick Harvey,Nick Cave,Blixa Bargeld,Susanne Vierkötter,Paul Busch,Karin Busch,Irene Moessinger,Franky,Daniela Nasimcova,Bernard Eisenschitz,Didier Flamand,Rolf Henke,Scott Kirby,Franck Glemin,Jerry Barrish,Jeanette Pollak,Christian Bartels,David Crome,Käthe Fürstenwerth"
The Player,3.93,124,2:04,English,Robert Altman,1992,"Mystery,Comedy,Drama,Crime",USA,8901,44421,"Tim Robbins,Greta Scacchi,Fred Ward,Whoopi Goldberg,Peter Gallagher,Brion James,Cynthia Stevenson,Vincent D'Onofrio,Dean Stockwell,Richard E. Grant,Sydney Pollack,Lyle Lovett,Dina Merrill,Angela Hall,Randall Batinkoff,Jeremy Piven,Gina Gershon,Michael Tolkin,Steve Allen,Richard Anderson,René Auberjonois,Harry Belafonte,Karen Black,Michael Bowen,Gary Busey,Robert Carradine,Cher,James Coburn,John Cusack"
Nashville,4.11,160,2:40,"English,French",Robert Altman,1975,"Music,Comedy,Drama",USA,6351,27709,"David Arkin,Barbara Baxley,Ned Beatty,Karen Black,Ronee Blakley,Timothy Brown,Keith Carradine,Geraldine Chaplin,Robert DoQui,Shelley Duvall,Allen Garfield,Henry Gibson,Scott Glenn,Jeff Goldblum,Barbara Harris,David Hayward"
The Long Goodbye,4.11,112,1:52,"English,Spanish",Robert Altman,1973,"Thriller,Comedy,Crime,Mystery",USA,11519,45579,"Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,Henry Gibson,David Arkin,Jim Bouton,Warren Berlinger,Jo Ann Brody,Stephen Coit,Jack Knight,Pepe Callahan"
Z,4.2,127,2:07,"French,Russian",Costa-Gavras,1969,"Drama,Thriller,History",Algeria,2834,16801,"Yves Montand,Irene Papas,Allel El Mouhib,Jean-Louis Trintignant,Jacques Perrin,Charles Denner,Bernard Fresson,François Périer,Pierre Dux,Georges Géret,Magali Noël,Marcel Bozzuffi,Renato Salvatori"
"4 Months, 3 Weeks and 2 Days",4.1,114,1:54,Romanian,Cristian Mungiu,2007,Drama,Belgium,3112,25899,"Anamaria Marinca,Laura Vasiliu,Vlad Ivanov,Alexandru Potocean,Luminița Gheorghiu,Adi Cărăuleanu,Liliana Mocanu,Doru Ana,Ion Sapdaru,Cerasela Iosifescu,Tania Popa,Teodor Corban,Eugenia Bosânceanu"
Broadcast News,3.96,133,2:13,"English,German,Spanish,French",James L. Brooks,1987,"Romance,Comedy",USA,7416,28792,"William Hurt,Albert Brooks,Holly Hunter,Robert Prosky,Lois Chiles,Joan Cusack,Peter Hackes,Christian Clemenson,Jack Nicholson,Robert Katims,Ed Wheeler,Stephen Mendillo,Kimber Shoop,Dwayne Markee,Gennie James,Leo Burmester,Amy Brooks,Jane Welch,Jonathan Benya,Frank Doubleday,Sally Knight,Manuel Alvarez,Luis Valderrama,Francisco Garcia"
Four Weddings and a Funeral,3.38,117,1:57,English,Mike Newell,1994,"Romance,Drama,Comedy",UK,8546,61561,"Hugh Grant,Andie MacDowell,James Fleet,Simon Callow,John Hannah,Kristin Scott Thomas,David Bower,Charlotte Coleman,Anna Chancellor,Rowan Atkinson,Corin Redgrave,Timothy Walker,Sara Crowe,Ronald Herdman,Elspet Gray,Philip Voss,Kenneth Griffith,Rupert Vansittart,Nicola Walker"
Enemy,3.67,91,1:31,English,Denis Villeneuve,2013,"Thriller,Mystery",Canada,29854,205129,"Jake Gyllenhaal,Mélanie Laurent,Sarah Gadon,Isabella Rossellini,Joshua Peace,Tim Post,Kedar Brown,Darryl Dinn,Megan Mane,Misha Highstead,Alexis Uiga,Kiran Friesen,Loretta Yu,Stephen R. Hart,Paul Stephen"
Incendies,4.28,131,2:11,"French,Arabic,English",Denis Villeneuve,2010,"Drama,Mystery,War",Canada,14914,96387,"Lubna Azabal,Mélissa Désormeaux-Poulin,Maxim Gaudette,Rémy Girard,Allen Altman,Abdelghafour Elaaziz,Dominique Briand,Frédéric Paquet,Ahmad Massad,John Dunn-Hill,Jackie Sawiris,Lara Atalla,Baya Belal,Yousef Shweihat"
Cool Hand Luke,4.06,127,2:07,English,Stuart Rosenberg,1967,"Crime,Drama",USA,5615,47273,"Paul Newman,George Kennedy,Luke Askew,Morgan Woodward,Harry Dean Stanton,Dennis Hopper,Lou Antonio,Robert Drivas,Strother Martin,Jo Van Fleet,Clifton James,Marc Cavell,Richard Davalos"
The Sting,4.06,129,2:09,English,George Roy Hill,1973,"Crime,Drama,Comedy",USA,5523,56836,"Paul Newman,Robert Redford,Robert Shaw,Charles Durning,Ray Walston,Eileen Brennan,Harold Gould,John Heffernan,Dana Elcar,Jack Kehoe,Dimitra Arliss,Robert Earl Jones,James Sloyan,Charles Dierkop,Lee Paul,Sally Kirkland,Avon Long"
Black Swan,4.11,108,1:48,"English,French,Italian",Darren Aronofsky,2010,"Drama,Thriller,Horror",USA,56287,577208,"Natalie Portman,Mila Kunis,Vincent Cassel,Barbara Hershey,Winona Ryder,Benjamin Millepied,Ksenia Solo,Kristina Anapau,Janet Montgomery,Sebastian Stan,Toby Hemingway,Sergio Torrado,Mark Margolis,Tina Sloan,Abraham Aronofsky,Charlotte Aronofsky,Marcia Jean Kurtz,Shaun O'Hagan,Chris Gartin,Deborah Offner,Stanley B. Herman"
Titane,3.67,108,1:48,French,Julia Ducournau,2021,"Horror,Drama,Thriller",Belgium,63568,163634,"Agathe Rousselle,Vincent Lindon,Garance Marillier,Laïs Salameh,Mara Cissé,Marin Judas,Diong-Kéba Tacu,Myriem Akheddiou,Bertrand Bonello,Céline Carrère,Adèle Guigue,Thibault Cathalifaud,Dominique Frot"
Hustle,3.61,118,1:58,"English,German,Serbian,Spanish",Jeremiah Zagar,2022,"Drama,Comedy",USA,4183,12048,"Adam Sandler,Robert Duvall,Ben Foster,Queen Latifah,Jordan Hull,Juancho Hernangomez,María Botto,Heidi Gardner,Ainhoa Pillet,Kenny Smith,Tobias Harris,Seth Curry"
