Movie,LBRating,MovieLength,LengthInHour,Languages,Director,ReleaseYear,Genre,Country,NumberOfReviews,NumberOfRatings,Actors
Lost River,3.03,95,1:35,English,Ryan Gosling,2014,"Fantasy,Drama,Thriller",USA,3345,17767,"Christina Hendricks,Saoirse Ronan,Eva Mendes,Matt Smith,Ben Mendelsohn,Iain De Caestecker,Reda Kateb,Barbara Steele,Landyn Stewart,Rob Zabrecky,Shannon Plumb,Torrey Wigfield"
Fear and Loathing in Las Vegas,3.74,118,1:58,English,Terry Gilliam,1998,"Adventure,Drama,Comedy",USA,15451,143988,"Johnny Depp,Benicio del Toro,Tobey Maguire,Christina Ricci,Ellen Barkin,Gary Busey,Cameron Diaz,Mark Harmon,Katherine Helmond,Michael Jeter,Penn Jillette,Craig Bierko,Lyle Lovett,Laraine Newman,Harry Dean Stanton,Tim Thomerson,Flea,Christopher Meloni,Troy Evans,Debbie Reynolds,Jenette Goldstein,Verne Troyer,Gregory Itzin,Buck Holland,Richard Riehle,Mary Gillis,Hunter S. Thompson"
Wild Strawberries,4.24,91,1:31,"Swedish,Latin",Ingmar Bergman,1957,Drama,Sweden,8655,68135,"Victor Sjöström,Bibi Andersson,Ingrid Thulin,Gunnar Björnstrand,Jullan Kindahl,Folke Sundquist,Björn Bjelfvenstam,Naima Wifstrand,Gunnel Broström,Gertrud Fridh,Sif Ruud,Gunnar Sjöberg,Max von Sydow"
Cries and Whispers,4.12,95,1:35,Swedish,Ingmar Bergman,1972,Drama,Sweden,5829,34785,"Harriet Andersson,Ingrid Thulin,Kari Sylwan,Liv Ullmann,Erland Josephson,Anders Ek,Henning Moritzen,Georg Årlin,Ingmar Bergman,Ingrid Sandell,Ingrid Bergman,Linn Ullmann,Inga Gill"
Birth,3.54,100,1:40,English,Jonathan Glazer,2004,"Drama,Romance,Mystery",France,3441,17299,"Nicole Kidman,Cameron Bright,Danny Huston,Lauren Bacall,Alison Elliott,Anne Heche,Peter Stormare,Ted Levine,Cara Seymour,Arliss Howard,Michael Desautels,Joe M. Chalmers,Novella Nelson,Zoe Caldwell,Charles Goff,Sheila Smith"
Sexy Beast,3.81,89,1:29,English,Jonathan Glazer,2000,"Crime,Thriller,Drama",Spain,5481,33746,"Ray Winstone,Ben Kingsley,Ian McShane,Amanda Redman,Cavan Kendall,Julianne White,Álvaro Monje,James Fox,Robert Atiko,Nieves del Amo Oruet,Enrique Alemán Fabrega,Gérard Barray"
To Be or Not to Be,4.21,99,1:39,"English,German",Ernst Lubitsch,1942,"War,Comedy",USA,4122,23588,"Carole Lombard,Jack Benny,Robert Stack,Felix Bressart,Lionel Atwill,Stanley Ridges,Sig Ruman,Tom Dugan,Charles Halton,George Lynn,Henry Victor,Maude Eburne,Halliwell Hobbes,Miles Mander,Rudolph Anders,Paul Barrett,Sven Hugo Borg,Danny Borzage,Buster Brodie,Peter Caldwell"
The Human Condition III: A Soldier's Prayer,4.52,190,3:10,"Japanese,Chinese,Russian",Masaki Kobayashi,1961,"War,History,Drama",Japan,1593,8466,"Tatsuya Nakadai,Michiyo Aratama,Tamao Nakamura,Yūsuke Kawazu,Chishū Ryū,Taketoshi Naitô,Kyōko Kishida,Reiko Hitomi,Keijirô Morozumi,Koji Kiyomura,Nobuo Kaneko,Fujio Suga,Tatsuya Ishiguro,Kazuo Kitamura,Toshio Takahara,Akira Yamanouchi"
The Human Condition II: Road to Eternity,4.35,178,2:58,"Japanese,Chinese,Russian",Masaki Kobayashi,1959,"War,History,Drama",Japan,1421,8649,"Tatsuya Nakadai,Michiyo Aratama,Kokinji Katsura,Jun Tatara,Michirô Minami,Kei Satō,Kunie Tanaka,Ryôhei Uchida,Kan Yanagiya,Kenjiro Uemura,Kaneko Iwasaki,Mayumi Kurata,Taketoshi Naitô,Hideo Kidokoro"
The Human Condition I: No Greater Love,4.43,206,3:26,"Japanese,Chinese",Masaki Kobayashi,1959,"Drama,War,History",Japan,2063,11272,"Tatsuya Nakadai,Michiyo Aratama,Chikage Awashima,Ineko Arima,Sō Yamamura,Akira Ishihama,Kôji Nanbara,Seiji Miyaguchi,Tōru Abe,Masao Mishima,Eitarō Ozawa,Kōji Mitsui,Akitake Kôno,Nobuo Nakamura,Kyū Sazanka,Eijirô Tôno,Shinsuke Ashida,Keiji Sada"
Strangers on a Train,3.99,101,1:41,"English,French",Alfred Hitchcock,1951,"Mystery,Thriller,Crime",USA,7482,60191,"Farley Granger,Ruth Roman,Robert Walker,Leo G. Carroll,Patricia Hitchcock,Kasey Rogers,Marion Lorne,Jonathan Hale,Howard St. John,John Brown,Norma Varden,Robert Gist,Brooks Benedict,John Doucette,Harry Hines,Alfred Hitchcock"
Dial M for Murder,4.02,105,1:45,English,Alfred Hitchcock,1954,"Thriller,Crime",USA,8258,67063,"Ray Milland,Grace Kelly,Robert Cummings,John Williams,Anthony Dawson,Leo Britt,Patrick Allen,George Leigh,George Alderson,Robin Hughes,Jack Cunningham,Guy Doleman,Bess Flowers,Sam Harris,Harold Miller,Martin Milner,Forbes Murray,Thayer Roberts,William H. O'Brien"
The Cranes Are Flying,4.31,97,1:37,Russian,Mikhail Kalatozov,1957,"Drama,Romance,War",USSR,3519,17374,"Tatyana Samoylova,Aleksey Batalov,Vasili Merkuryev,Aleksandr Shvorin,Svetlana Kharitonova,Konstantin Kadochnikov,Valentin Zubkov,Antonina Bogdanova,Boris Kokovkin,Ekaterina Kupriyanova,Valentina Ananina,Valentina Vladimirova,Olga Dzisko,Leonid Knyazev,Georgiy Kulikov,Daniil Netrebin,Aleksandr Popov"
63 Up,4.1,145,2:25,"English,Bulgarian,French,Latin",Michael Apted,2019,Documentary,UK,405,1571,"Nicholas Hitchon,Tony Walker,John Brisby,Bruce Balden,Charles Furneaux,Lynn Johnson,Suzanne Dewey,Jacqueline Bassett,Andrew Brackfield,Peter Davies,Symon Basterfield,Neil Hughes,Susan Sullivan,Paul Kligerman,Michael Apted"
Alice Doesn't Live Here Anymore,3.74,112,1:52,English,Martin Scorsese,1974,"Drama,Romance",USA,3938,20297,"Ellen Burstyn,Kris Kristofferson,Alfred Lutter,Harvey Keitel,Diane Ladd,Lelia Goldoni,Billy Green Bush,Jodie Foster,Valerie Curtin,Vic Tayback,Murray Moston,Harry Northup,Lane Bradbury,Mia Bendixsen,Dean Casper,Marty Brinton,Ola Moore,Laura Dern,Tami Conner"
PlayTime,4.13,115,1:55,"French,German,English",Jacques Tati,1967,Comedy,France,8729,36604,"Jacques Tati,Barbara Dennek,Rita Maiden,France Rumilly,France Delahalle,Valérie Camille,Erika Dentzler,Nicole Ray,Yvette Ducreux,Nathalie Jem,Jacqueline Lecomte,Olivia Poli,Alice Field,Sophie Wennek,Evy Cavallaro,Laure Paillette"
A Fistful of Dollars,3.88,99,1:39,"Italian,Spanish",Sergio Leone,1964,Western,Germany,10501,99179,"Clint Eastwood,Marianne Koch,Gian Maria Volonté,Wolfgang Lukschy,Sieghardt Rupp,Joseph Egger,Antonio Prieto,José Calvo,Margarita Lozano,Daniel Martín,Benito Stefanelli,Mario Brega,Bruno Carotenuto,Aldo Sambrell,Lorenzo Robledo"
For a Few Dollars More,4.08,132,2:12,Italian,Sergio Leone,1965,Western,Germany,7246,73580,"Clint Eastwood,Lee Van Cleef,Gian Maria Volonté,Luigi Pistilli,Klaus Kinski,Joseph Egger,Panos Papadopulos,Mara Krupp,Benito Stefanelli,Roberto Camardiel,Aldo Sambrell,Luis Rodriguez,Tomás Blanco,Lorenzo Robledo,Sergio Mendizábal,Dante Maggio,Diana Rabito,Giovanni Tarallo,Mario Meniconi,Mario Brega"
Never Rarely Sometimes Always,3.92,101,1:41,English,Eliza Hittman,2020,Drama,UK,18222,72332,"Sidney Flanigan,Talia Ryder,Théodore Pellerin,Ryan Eggold,Sharon Van Etten,Eliazar Jimenez,David Buneta,Christian Clements,Sam Dugger,Aurora Richards,Rose Elizabeth Richards,Brian Altemus,Lizbeth MacKay,Mia Dillon,John Ballinger Sr.,Drew Seltzer,Amy Tribbey"
Deep Water,2.34,116,1:56,English,Adrian Lyne,2022,"Thriller,Drama,Mystery",USA,19727,52213,"Ben Affleck,Ana de Armas,Tracy Letts,Lil Rel Howery,Dash Mihok,Finn Wittrock,Kristen Connolly,Jacob Elordi,Rachel Blanchard,Michael Braun,Jade Fernandez,Grace Jenkins,Brendan Miller"
Lost Highway,3.95,134,2:14,English,David Lynch,1997,"Drama,Mystery,Thriller",USA,13611,94836,"Bill Pullman,Patricia Arquette,Balthazar Getty,Robert Blake,Natasha Gregson Wagner,Richard Pryor,Lucy Butler,Michael Massee,Jack Nance,Jack Kehler,Henry Rollins,Giovanni Ribisi,Scott Coffey,Gary Busey,Robert Loggia,John Roselius,Louis Eppolito,Jenna Maetlind,Michael Shamus Wiles"
Wild at Heart,3.76,124,2:04,English,David Lynch,1990,"Thriller,Crime,Comedy",USA,13201,72039,"Nicolas Cage,Laura Dern,Willem Dafoe,J.E. Freeman,Crispin Glover,Diane Ladd,Calvin Lockhart,Isabella Rossellini,Harry Dean Stanton,Grace Zabriskie,Sherilyn Fenn,Glenn Walker Harris Jr.,Marvin Kaplan,William Morgan Sheppard,David Patrick Kelly,Freddie Jones"
Mon Oncle,3.98,118,1:58,French,Jacques Tati,1958,Comedy,France,3445,20627,"Jacques Tati,Jean-Pierre Zola,Adrienne Servantie,Lucien Frégis,Betty Schneider,Jean-François Martial,Dominique Marie,Yvonne Arnaud,Adelaide Danieli,Alain Bécourt,Régis Fontenay,Jean-Claude Rémoleux,Denise Péronne,Edouard Francomme,André Dino,Claude Badolle"
The Beguiled,3.29,93,1:33,"English,French",Sofia Coppola,2017,Drama,USA,13041,79318,"Colin Farrell,Nicole Kidman,Kirsten Dunst,Elle Fanning,Oona Laurence,Angourie Rice,Addison Riecke,Emma Howard,Wayne Pére,Matt Story,Joel Albin,Eric Ian"
Last Night in Soho,3.49,117,1:57,English,Edgar Wright,2021,"Horror,Thriller,Mystery",UK,80628,252130,"Thomasin McKenzie,Anya Taylor-Joy,Matt Smith,Rita Tushingham,Michael Ajao,Synnøve Karlsen,Pauline McLynn,Terence Stamp,Diana Rigg,Aimée Cassettari,Colin Mace,Jessie Mei Li,Kassius Nelson,Rebecca Harrod,Alan Mahon,Connor Calland,Josh Zaré,Jacqui-Lee Pryce,Elizabeth Berrington,James Phelps,Oliver Phelps"
Toy Story 4,3.59,100,1:40,English,Josh Cooley,2019,"Family,Fantasy,Comedy,Animation,Drama,Adventure",USA,44522,369773,"Tom Hanks,Tim Allen,Annie Potts,Tony Hale,Keegan-Michael Key,Madeleine McGraw,Christina Hendricks,Jordan Peele,Keanu Reeves,Ally Maki,Jay Hernandez,Lori Alan,Joan Cusack,Bonnie Hunt,Kristen Schaal,Emily Davis,Wallace Shawn"
The Godfather: Part III,3.45,170,2:50,"English,Italian,German,Latin",Francis Ford Coppola,1990,"Crime,Thriller,Drama",USA,12793,127556,"Al Pacino,Diane Keaton,Talia Shire,Andy García,Eli Wallach,Joe Mantegna,George Hamilton,Bridget Fonda,Sofia Coppola,Raf Vallone,Franc D'Ambrosio,Donal Donnelly,Richard Bright,Helmut Berger,Don Novello,John Savage,Franco Citti,Mario Donatone,Vittorio Duse,Enzo Robutti,Michele Russo,Al Martino,Robert Cicchini,Rogerio Miranda,Carlos Miranda,Vito Antuofermo,Robert Vento,Willie Brown,Jeannie Linero,Jeanne Savarino Pesch,Janet Savarino Smith,Tere Livrano,Carmine Caridi,Don Costello,Al Ruscio,Mickey Knox"
The Squid and the Whale,3.65,81,1:21,English,Noah Baumbach,2005,"Comedy,Drama",USA,12688,67636,"Jeff Daniels,Laura Linney,Jesse Eisenberg,Owen Kline,William Baldwin,Anna Paquin,David Benger,Elizabeth Meriwether,Alexandra Daddario,Halley Feiffer,Molly Barton,Bo Berkman,Matthew Kaplan,Simon Kaplan,Matthew Kirsch,Daniella Markowicz"
Scenes from a Marriage,4.31,169,2:49,Swedish,Ingmar Bergman,1974,"Romance,Drama",Sweden,4101,22411,"Liv Ullmann,Erland Josephson,Bibi Andersson,Jan Malmsjö,Gunnel Lindblom,Wenche Foss,Bertil Norström,Anita Wall,Rossana Mariano,Lena Bergman,Ingmar Bergman,Barbro Hiort af Ornäs"
The Hurt Locker,3.68,131,2:11,"English,Arabic,Turkish",Kathryn Bigelow,2008,"Drama,Thriller,War",USA,7047,130760,"Jeremy Renner,Anthony Mackie,Brian Geraghty,David Morse,Guy Pearce,Evangeline Lilly,Ralph Fiennes,Christian Camargo,Christopher Sayegh,Suhail Aldabbach,David Gueriera,Nabil Koni,Sam Spruell,Sam Redford"
Half Nelson,3.54,107,1:47,English,Ryan Fleck,2006,Drama,USA,2601,27976,"Ryan Gosling,Shareeka Epps,Anthony Mackie,Jeff Lima,Monique Gabriela Curnen,Tina Holmes,Nathan Corbett,Tyra Kwao-Vovo,Rosemary Ledee,Tristan Mack Wilds,Bryce Silver,Kaela C. Pabon,Erica Rivera,Stephanie Bast,Eleanor Hutchins"
Amadeus,4.21,160,2:40,"English,German,Italian,Latin",Miloš Forman,1984,"Drama,Music,History",USA,12517,138161,"F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Roy Dotrice,Simon Callow,Christine Ebersole,Jeffrey Jones,Barbara Bryne,Cynthia Nixon,Douglas Seale,Charles Kay,Kenny Baker,Martin Cavina,Roderick Cook,Milan Demjanenko,Peter DiGesu,Patrick Hines,Nicholas Kepros,Philip Lenkowsky,Lisbeth Bartlett,Richard Frank,Herman Meckler,Jonathan Moore,Brian Pettifer,Vincent Schiavelli,John Strauss"
Lars and the Real Girl,3.69,106,1:46,"English,Spanish",Craig Gillespie,2007,"Drama,Romance,Comedy",USA,11642,79081,"Ryan Gosling,Emily Mortimer,Paul Schneider,Kelli Garner,Patricia Clarkson,Lauren Ash,R. D. Reid,Nancy Beatty,Doug Lennox,Joe Bostick,Liz Gordon,Nicky Guadagni,Karen Robinson"
"Crazy, Stupid, Love.",3.55,118,1:58,English,Glenn Ficarra,2011,"Drama,Romance,Comedy",USA,24001,234362,"Steve Carell,Julianne Moore,Emma Stone,Ryan Gosling,Marisa Tomei,Kevin Bacon,Lio Tipton,Jonah Bobo,Joey King,Beth Littleford,John Carroll Lynch,Liza Lapira,Josh Groban,Mekia Cox,Julianna Guill,Crystal Reed"
The Notebook,3.51,123,2:03,English,Nick Cassavetes,2004,"Drama,Romance",USA,17304,232047,"Rachel McAdams,Ryan Gosling,Gena Rowlands,James Garner,Sam Shepard,Joan Allen,James Marsden,David Thornton,Kevin Connolly,Starletta DuPois,Ed Grady,Jennifer Echols,Heather Wahlquist,Jonathan Parks Jordan,Cullen Moss,Traci Dinwiddie"
Death Proof,3.48,113,1:53,English,Quentin Tarantino,2007,"Thriller,Action",USA,17748,153488,"Kurt Russell,Zoë Bell,Rosario Dawson,Vanessa Ferlito,Sydney Tamiia Poitier,Tracie Thoms,Rose McGowan,Jordan Ladd,Mary Elizabeth Winstead,Quentin Tarantino,Marcy Harriell,Eli Roth,Omar Doom,Michael Bacall"
Spartacus,3.73,197,3:17,English,Stanley Kubrick,1960,"War,History,Drama,Adventure",USA,4765,50860,"Kirk Douglas,Laurence Olivier,Jean Simmons,Charles Laughton,Peter Ustinov,John Gavin,Nina Foch,John Ireland,Herbert Lom,John Dall,Woody Strode,Harold J. Stone,Charles McGraw,Joanna Barnes,Peter Brocco,Paul Lambert,Robert J. Wilke,Nick Dennis,John Hoyt,Frederick Worlock,Tony Curtis,Paul Baxley,Louie Elias,Brad Harris,Hubie Kerns,Gordon Mitchell,Regis Parton,Victor Paul,Jack Perkins,Wally Rose,Aaron Saxon,Tom Steele,Jerry Summers,Shari Lee Bernath,Bill Blackburn,David Bond,Polly Burson,Carol Daniels,Lila Finn,Harold Goodwin,Sol Gorss,Betty Harford,Harry Harvey Jr.,Wayne Heffley,Lars Hensen,Charles Horvath"
QT8: The First Eight,3.45,103,1:43,English,Tara Wood,2019,Documentary,USA,1256,7420,"Quentin Tarantino,Zoë Bell,Louis Black,Bruce Dern,Robert Forster,Jamie Foxx,Richard N. Gladstein,Jennifer Jason Leigh,Diane Kruger,Lucy Liu,Michael Madsen,Eli Roth,Tim Roth,Kurt Russell"
The Last Temptation of Christ,3.84,164,2:44,English,Martin Scorsese,1988,Drama,USA,7349,43302,"Willem Dafoe,Harvey Keitel,Barbara Hershey,Harry Dean Stanton,David Bowie,Steve Shill,Verna Bloom,Paul Greco,Roberts Blossom,Barry Miller,Gary Basaraba,Irvin Kershner"
Mirror,4.29,107,1:47,"Russian,Spanish",Andrei Tarkovsky,1975,"Drama,History",USSR,12132,61323,"Margarita Terekhova,Ignat Daniltsev,Larisa Tarkovskaya,Alla Demidova,Anatoliy Solonitsyn,Nikolay Grinko,Tamara Ogorodnikova,Yuriy Nazarov,Oleg Yankovskiy,Filipp Yankovsky,Yuri Sventikov,Tatyana Reshetnikova,Mariya Tarkovskaya-Vishnyakova,Olga Kizilova"
Yi Yi,4.44,174,2:54,"Chinese,English,Japanese",Edward Yang,2000,"Romance,Drama",Taiwan,10621,45832,"Wu Nien-Jen,Kelly Lee,Elaine Jin,Jonathan Chang,Shu-shen Hsiao,Issey Ogata,Hsi-Sheng Chen,Adriene Lin,Chen Yiwen,Lawrence Ko,Kelly Ko,Tang Ru-Yun,Shu-Yuan Hsu"
"Jeanne Dielman, 23, Quai du Commerce 1080 Bruxelles",4.21,202,3:22,French,Chantal Akerman,1975,Drama,Belgium,6023,22509,"Delphine Seyrig,Jan Decorte,Henri Storck,Jacques Doniol-Valcroze,Yves Bical,Chantal Akerman"
Midnight Cowboy,4,113,1:53,"English,Italian",John Schlesinger,1969,Drama,USA,8197,57578,"Jon Voight,Dustin Hoffman,Sylvia Miles,John McGiver,Brenda Vaccaro,Barnard Hughes,Ruth White,Jennifer Salt,Gilman Rankin,Gary Owens,T. Tom Marlow,George Eppersen,Al Scott,Linda Davis,J.T. Masters,Arlene Reeder,Georgann Johnson,Jonathan Kramer,Anthony Holland,Bob Balaban,Jan Tice,Paul Benjamin"
A.I. Artificial Intelligence,3.49,146,2:26,English,Steven Spielberg,2001,"Drama,Science Fiction,Adventure",USA,8341,115159,"Haley Joel Osment,Jude Law,Frances O'Connor,Sam Robards,Jake Thomas,William Hurt,Robin Williams,Ben Kingsley,Meryl Streep,Chris Rock,Ken Leung,Clark Gregg,Kevin Sussman,Tom Gallop,Eugene Osment,April Grace,Matt Winston,Sabrina Grdevich,Theo Greenly,Michael Mantell,Keith Campbell,Brian Turk,Brendan Gleeson,Christopher Dye,Jack Angel,Tim Rigby,Enrico Colantoni,Adrian Grenier,Matt Malloy,Brent Sexton"
The Handmaiden,4.37,145,2:25,"Korean,Japanese",Park Chan-wook,2016,"Romance,Thriller,Drama",South Korea,43959,235502,"Kim Min-hee,Kim Tae-ri,Ha Jung-woo,Cho Jin-woong,Kim Hae-sook,Moon So-ri,Lee Yong-nyeo,Kwak Eun-jin,Lee Dong-hwi,Jo Eun-hyung,Rina Takagi,Han Ha-na,Lee Kyu-jung"
Solaris,4.17,167,2:47,Russian,Andrei Tarkovsky,1972,"Drama,Mystery,Science Fiction",USSR,12264,78051,"Donatas Banionis,Natalya Bondarchuk,Jüri Järvet,Anatoliy Solonitsyn,Nikolay Grinko,Vladislav Dvorzhetsky,Georgiy Teykh,Sos Sargsyan,Olga Barnet,Tamara Ogorodnikova"
Tokyo Story,4.35,137,2:17,"Japanese,English",Yasujirō Ozu,1953,Drama,Japan,8864,54051,"Chishū Ryū,Chieko Higashiyama,Setsuko Hara,Haruko Sugimura,Sō Yamamura,Kuniko Miyake,Kyōko Kagawa,Eijirô Tôno,Nobuo Nakamura,Shirō Ōsaka,Hisao Toake,Teruko Nagaoka,Mutsuko Sakura,Toyo Takahashi,Tōru Abe,Sachiko Mitani"
Room 237,2.96,102,1:42,English,Rodney Ascher,2012,Documentary,USA,4290,28924,"Bill Blakemore,Geoffrey Cocks,Juli Kearns,John Fell Ryan,Jay Weidner"
Secret Sunshine,4,142,2:22,Korean,Lee Chang-dong,2007,Drama,South Korea,2498,13109,"Jeon Do-yeon,Song Kang-ho,Jo Young-jin,Seon Jeong-yeop,Kim Young-jae,Park Myung-shin,Kim Mi-kyoung,Oh Man-seok,Jang Hye-jin,Lee Sung-min,Kim Mi-hyang,Lee Hee-jun,Kim Jong-soo,Yeom Hye-ran,Lee Yun-hui,Go Seo-hee,Lee Dong-yong,Kim Min-jae"
Hot Fuzz,4.04,121,2:01,English,Edgar Wright,2007,"Action,Crime,Comedy",France,32750,337718,"Simon Pegg,Nick Frost,Jim Broadbent,Paddy Considine,Rafe Spall,Kevin Eldon,Olivia Colman,Bill Bailey,Karl Johnson,Timothy Dalton,Edward Woodward,Billie Whitelaw,Eric Mason,Stuart Wilson,Paul Freeman,Rory McCann,Kenneth Cranham,Maria Charles"
"You, the Living",3.88,95,1:35,Swedish,Roy Andersson,2007,"Drama,Comedy,Music",Sweden,1253,9897,"Håkan Angser,Eric Bäckman,Patrik Anders Edgren,Björn Englund,Lennart Eriksson,Pär Fredriksson,Elisabeth Helander,Gunnar Ivarsson,Leif Larsson,Jessika Lundberg,Jessica Nilsson,Jörgen Nohall,Waldemar Nowak,Olle Olson,Kemal Sener,Jan Wikbladh,Göran Holm,Catharina Dahlin"
Requiem for a Dream,4.07,102,1:42,English,Darren Aronofsky,2000,"Crime,Drama",USA,36218,351025,"Ellen Burstyn,Jared Leto,Jennifer Connelly,Marlon Wayans,Christopher McDonald,Keith David,Louise Lasser,Marcia Jean Kurtz,Janet Sarno,Suzanne Shepherd,Joanne Gordon,Charlotte Aronofsky,Mark Margolis,Michael Kaycheck,Peter Maloney,Denise Dowse,Olga Merediz,Ben Shenkman,Dylan Baker,Bill Buell,Lianna Pai,Stanley B. Herman,Gregg Bello,Shaun O'Hagan,Jimmie Ray Weeks,Jack O'Connell,Chas Mastin,Ajay Naidu,Sean Gullette,Samia Shoaib"
Senna,4.12,106,1:46,"English,Portuguese,French,Japanese",Asif Kapadia,2010,Documentary,France,3077,31920,"Ayrton Senna,Alain Prost,Frank Williams,Ron Dennis,Viviane Senna,Milton da Silva,Neide Senna,Jackie Stewart,Sid Watkins,Galvão Bueno,Reginaldo Leme,Gerhard Berger,Nelson Piquet,Nigel Mansell"
The Hobbit: An Unexpected Journey,3.38,169,2:49,English,Peter Jackson,2012,"Adventure,Fantasy,Action",New Zealand,15687,306996,"Ian McKellen,Martin Freeman,Richard Armitage,James Nesbitt,Ken Stott,Sylvester McCoy,Barry Humphries,Cate Blanchett,Ian Holm,Christopher Lee,Hugo Weaving,Elijah Wood,Andy Serkis,Aidan Turner,Dean O'Gorman,Graham McTavish,Adam Brown,Peter Hambleton,John Callen,Mark Hadlow,Jed Brophy,William Kircher"
The Princess Bride,4.08,99,1:39,English,Rob Reiner,1987,"Romance,Family,Fantasy,Adventure,Comedy",USA,25350,256855,"Cary Elwes,Robin Wright,Mandy Patinkin,Chris Sarandon,André Roussimoff,Christopher Guest,Wallace Shawn,Peter Falk,Fred Savage,Billy Crystal,Carol Kane"
Monster,3.59,110,1:50,English,Patty Jenkins,2003,"Crime,Drama",USA,6256,57967,"Charlize Theron,Christina Ricci,Bruce Dern,Lee Tergesen,Annie Corley,Pruitt Taylor Vince,Marco St. John,Marc Macaulay,Scott Wilson,Rus Blackwell,Tim Ware,Stephan Jones,Brett Rice,Kaitlin Riley,Cree Ivey"
Thank You for Smoking,3.55,92,1:32,English,Jason Reitman,2005,"Comedy,Drama",USA,3399,48527,"Aaron Eckhart,Maria Bello,Cameron Bright,Adam Brody,Sam Elliott,Katie Holmes,Rob Lowe,William H. Macy,Robert Duvall,David Koechner,J.K. Simmons,Kim Dickens,Connie Ray,Joan Lunden,Mary Jo Smith,Todd Louiso,Jeff Witzke,Marianne Muellerleile"
Fast Times at Ridgemont High,3.53,90,1:30,English,Amy Heckerling,1982,Comedy,USA,8052,57969,"Sean Penn,Jennifer Jason Leigh,Judge Reinhold,Phoebe Cates,Brian Backer,Robert Romanus,Ray Walston,Scott Thomson,Vincent Schiavelli,Amanda Wyss,D.W. Brown,Forest Whitaker,Kelli Maroney,Tom Nolan,Blair Tefkin,Eric Stoltz"
Songs from the Second Floor,3.95,98,1:38,"Swedish,Russian",Roy Andersson,2000,"Comedy,Drama",Sweden,1716,12960,"Lars Nordh,Stefan Larsson,Bengt C.W. Carlsson,Torbjörn Fahlström,Sten Andersson,Rolando Núñez,Lucio Vucina,Per Jörnelius,Peter Roth,Klas-Gösta Olsson,Nils-Åke Eriksson,Hanna Eriksson,Tommy Johansson,Sture Olsson,Fredrik Sjögren,Sandy Mansson"
Shoplifters,4.19,121,2:01,Japanese,Hirokazu Kore-eda,2018,Drama,Japan,20446,134614,"Lily Franky,Sakura Ando,Mayu Matsuoka,Kairi Jyo,Miyu Sasaki,Kirin Kiki,Sosuke Ikematsu,Naoto Ogata,Yôko Moriguchi,Yuki Yamada,Moemi Katayama,Kengo Kora,Chizuru Ikewaki,Akira Emoto,Aju Makita,Hajime Inoue,Haruna Hori,Nana Mizoguchi"
Paddington 2,4.18,104,1:44,English,Paul King,2017,"Comedy,Family,Adventure",France,40883,163985,"Ben Whishaw,Hugh Bonneville,Sally Hawkins,Samuel Joslin,Madeleine Harris,Julie Walters,Brendan Gleeson,Hugh Grant,Peter Capaldi,Jim Broadbent,Simon Farnaby,Imelda Staunton,Michael Gambon,Ben Miller,Sanjeev Bhaskar,Joanna Lumley,Richard Ayoade,Nicholas Woodeson,Tom Conti,Eileen Atkins,Marie-France Alvarez,Jessica Hynes,Noah Taylor,Shola Adewusi"
